order_id,supplier_id,supplier_name,product_id,product_name,category,order_date,expected_delivery,actual_delivery,quantity,unit_price,total_amount,warehouse_id,warehouse_location,status,quality_check,inspector,last_updated
ORD-00000410,SUP-00013,Meza LLC,PRD-000137,Cross-group multi-state firmware,Raw Materials,2024-04-09,2024-04-19,2024-05-07,4329,8929.4989,38655800.74,WH-001,"Dallas, TX",In Transit,Pending,,2024-04-24
ORD-00000411,SUP-00055,"Myers, Coleman and White",PRD-000197,Multi-tiered dedicated focus group,Raw Materials,2025-12-26,2026-01-22,2026-02-02,3922,5722.7055,22444450.97,WH-010,"New York, NY",Ordered,Pending,,2025-10-11
ORD-00000412,SUP-00029,"Lawrence, Sutton and Fowler",PRD-000002,Programmable object-oriented focus group,Food & Beverage,2024-10-15,2024-12-06,2024-12-23,3668,7491.4438,27478615.86,WH-002,"Chicago, IL",Cancelled,Pending,,2025-07-29
ORD-00000413,SUP-00069,Thompson-Owens,PRD-000191,Right-sized high-level pricing structure,Electronics,2024-08-31,2024-10-10,2024-10-06,3043,4387.5185,13351218.8,WH-001,"Chicago, IL",Delivered,Pass,Eric Morgan,2024-04-25
ORD-00000414,SUP-00013,Meza LLC,PRD-000106,Open-architected demand-driven frame,Food & Beverage,2024-08-12,2024-09-23,2024-09-30,1280,769.8641,985426.05,WH-003,"Dallas, TX",In Transit,Pending,,2025-06-14
ORD-00000415,SUP-00069,Thompson-Owens,PRD-000031,Stand-alone systemic productivity,Machinery,2023-05-16,2023-06-15,2023-05-03,1083,6313.3079,6837312.46,WH-010,"Los Angeles, CA",In Transit,Pending,,2025-01-22
ORD-00000416,SUP-00021,"Walker, Mathis and Acosta",PRD-000164,Profit-focused transitional data-warehouse,Raw Materials,2026-03-14,2026-04-27,2026-05-14,2513,9734.9752,24463992.68,WH-006,"Dallas, TX",Cancelled,Pending,,2024-10-18
ORD-00000417,SUP-00030,Shaw-Moore,PRD-000140,Quality-focused encompassing alliance,Packaging,2024-06-15,2024-07-09,2024-07-09,2449,4492.8086,11002888.26,WH-010,"Seattle, WA",Returned,Fail,,2025-11-27
ORD-00000418,SUP-00014,Thomas-Nguyen,PRD-000155,Up-sized 24/7 migration,Food & Beverage,2023-10-13,2023-11-16,2023-11-25,883,5365.7026,4737915.4,WH-006,"Dallas, TX",In Transit,Pending,,2025-02-21
ORD-00000419,SUP-00031,Lee Ltd,PRD-000036,Focused regional contingency,Electronics,2023-06-06,2023-06-23,2023-07-13,840,9516.3798,7993759.03,WH-003,"Chicago, IL",Delivered,Pending,Brenda Rivera,2025-04-30
ORD-00000420,SUP-00043,"Johnson, Brown and Coleman",PRD-000069,Decentralized systemic interface,Textiles,2024-09-27,2024-11-22,2024-12-07,4351,9185.7943,39967391.0,WH-010,"New York, NY",Returned,Pass,Timothy Swanson,2024-05-18
ORD-00000421,,Gaines-Jackson,PRD-000114,Programmable national open architecture,Packaging,2023-06-07,2023-07-01,2023-07-08,-3998,9973.0059,39872077.59,WH-010,"Chicago, IL",Ordered,Pending,,2025-12-29
ORD-00000422,SUP-00049,Arellano-Anderson,PRD-000028,Future-proofed secondary collaboration,Packaging,2025-08-26,2025-09-17,2025-10-06,3111,6760.4609,21031793.86,WH-002,"Chicago, IL",In Transit,Pending,,2025-02-12
ORD-00000423,SUP-00069,Thompson-Owens,PRD-000040,Profit-focused zero tolerance info-mediaries,Electronics,2024-04-20,2024-05-10,2024-05-07,897,1217.4659,1092066.91,WH-009,"Dallas, TX",Delivered,Fail,Amanda Wiggins,2025-01-07
ORD-00000424,SUP-00066,Willis-Olson,PRD-000108,Advanced next generation Graphic Interface,MACHINERY,2023-11-08,2023-12-24,,807,2970.0054,2396794.36,WH-006,"Los Angeles, CA",Cancelled,Pending,,2025-07-28
ORD-00000425,,Barnes-Rivers,PRD-000124,Polarized modular hardware,Raw Materials,2023-05-17,2023-06-23,2023-06-20,2311,3471.9399,8023653.11,WH-008,"Dallas, TX",Cancelled,Pending,,2026-01-05
ORD-00000426,,Barnes-Rivers,PRD-000089,Managed bandwidth-monitored customer loyalty,Packaging,2025-10-22,2025-12-01,2025-12-12,2617,4986.7593,13050349.09,WH-002,"New York, NY",Cancelled,Pending,,2024-12-11
ORD-00000427,SUP-00029,"Lawrence, Sutton and Fowler",PRD-000078,Devolved didactic instruction set,Machinery,2024-06-15,2024-08-12,2024-08-21,4611,5537.5952,25533851.47,WH-002,"Chicago, IL",In Transit,Pending,,2025-06-16
ORD-00000428,SUP-00074,"Mcclain, Johnson and Gibson",PRD-000113,Quality-focused real-time matrices,PACKAGING,2024-06-17,2024-07-14,2024-07-20,2042,623.7934,1273786.12,WH-006,"Dallas, TX",Delivered,Fail,Lisa Cook,2025-12-07
ORD-00000429,SUP-00007,Anderson-Jackson,PRD-000128,Compatible human-resource interface,Electronics,2026-03-20,2026-04-11,2026-04-27,4076,8735.9791,35607850.81,WH-005,"Dallas, TX",In Transit,Pending,,2024-07-23
ORD-00000430,SUP-00075,Barron Ltd,PRD-000106,Open-architected demand-driven frame,Food & Beverage,2024-10-15,2024-11-25,2024-12-03,694,5674.672,3938222.37,WH-013,"Dallas, TX",In Transit,Pending,,2025-01-23
ORD-00000431,SUP-00060,"Smith, Hill and Steele",PRD-000163,Secured 24hour knowledge user,Electronics,2026-01-07,2026-02-19,2026-02-21,309,4419.2953,1365562.25,WH-005,"New York, NY",Delivered,Fail,Sara Williams,2024-04-23
ORD-00000432,SUP-00060,"Smith, Hill and Steele",PRD-000186,Enhanced asynchronous secured line,Raw Materials,2023-12-23,2023-12-31,2024-01-15,3593,3049.5857,10957161.42,WH-014,"Chicago, IL",Ordered,Pending,,2024-09-14
ORD-00000433,,Mitchell Ltd,PRD-000079,Multi-layered encompassing hierarchy,Food & Beverage,2025-06-02,2025-06-27,,807,6871.6992,5545461.25,WH-006,"Atlanta, GA",Delivered,Pass,Barbara Beltran,2025-02-10
ORD-00000434,SUP-00010,Robertson and Sons,PRD-000141,Focused 24hour instruction set,RAW MATERIALS,2023-11-12,2023-12-10,2023-12-29,598,5957.328,3562482.14,WH-014,"Chicago, IL",Cancelled,Pending,,2025-05-13
ORD-00000435,,Vargas-Hunter,PRD-000069,Decentralized systemic interface,Food & Beverage,2024-10-12,2024-11-02,2024-11-11,4354,3263.4601,14209105.28,WH-005,"Seattle, WA",Returned,Fail,William Johnson,2025-03-20
ORD-00000436,SUP-00026,Velasquez-Flores,PRD-000157,Monitored grid-enabled concept,Food & Beverage,2025-04-27,2025-05-31,2025-06-07,1282,8618.5833,11049023.79,WH-010,"Seattle, WA",Ordered,,,2025-02-08
ORD-00000437,SUP-00063,Montoya Inc,PRD-000067,Function-based human-resource secured line,ELECTRONICS,2026-03-06,2026-04-15,2026-04-21,2541,8812.7002,22393071.21,WH-009,"Seattle, WA",In Transit,Pending,,2025-01-23
ORD-00000438,SUP-00039,"Wiley, Brown and Sampson",PRD-000188,Secured real-time productivity,Textiles,2026-03-09,2026-05-05,2026-05-17,977,2341.105,2287259.58,WH-011,"Seattle, WA",Returned,Fail,James Chavez,2026-02-15
ORD-00000439,SUP-00014,Thomas-Nguyen,PRD-000156,Sharable disintermediate Graphical User Interface,Machinery,2026-02-26,2026-03-03,2026-03-12,1008,5111.1283,5152017.33,WH-001,"Atlanta, GA",Cancelled,,,2026-03-05
ORD-00000440,SUP-00046,Dunn LLC,PRD-000191,Right-sized high-level pricing structure,Raw Materials,2023-05-08,2023-06-22,2023-06-29,1468,2255.5117,2044615.08,WH-002,"Los Angeles, CA",In Transit,Pending,,2025-01-17
ORD-00000441,SUP-00012,"Hart, Hayes and Velez",PRD-000062,Mandatory heuristic standardization,Textiles,2025-01-12,2025-03-09,2025-03-05,683,4628.5245,3161282.23,WH-011,"New York, NY",Returned,Pass,Janet Palmer,2025-01-20
ORD-00000442,SUP-00027,"Ellis, Webb and Rivera",PRD-000164,Profit-focused transitional data-warehouse,Electronics,2025-05-25,2025-05-20,2025-07-10,1051,3209.8245,3373525.55,WH-009,"Atlanta, GA",Delivered,,,2024-08-23
ORD-00000443,SUP-00003,Bennett PLC,PRD-000134,Cross-group neutral access,Machinery,2025-04-20,2025-05-02,2025-05-09,2215,5525.6197,12239247.64,WH-010,"New York, NY",Cancelled,Pending,,2025-07-16
ORD-00000444,SUP-00072,Jackson Inc,PRD-000098,Total regional throughput,Packaging,2023-07-01,2023-07-26,2023-08-08,1706,9387.4354,16014964.79,WH-013,"Seattle, WA",Delivered,Pass,Samuel Ford,2025-07-27
ORD-00000445,SUP-00047,Fuller-Reyes,PRD-000037,Multi-channeled 3rdgeneration website,Packaging,2025-03-13,2025-04-30,2025-05-04,3712,107.5342,399166.95,WH-007,"Los Angeles, CA",Delivered,Fail,Christopher Cole Jr.,2025-04-12
ORD-00000446,SUP-00012,"Hart, Hayes and Velez",PRD-000163,Secured 24hour knowledge user,Raw Materials,2025-08-18,2025-09-21,2025-10-06,3614,9497.4114,34323644.8,WH-013,"New York, NY",Ordered,Pending,,2024-07-21
ORD-00000447,SUP-00069,Thompson-Owens,PRD-000165,Integrated 5thgeneration contingency,Packaging,2024-07-21,2024-08-23,2024-09-08,1901,21.5535,40973.2,WH-013,"Atlanta, GA",Ordered,Pending,,2025-11-15
ORD-00000448,SUP-00074,"Mcclain, Johnson and Gibson",PRD-000183,Business-focused content-based encryption,Food & Beverage,2024-12-09,2025-01-18,2025-02-01,1453,175.2335,254614.28,WH-003,"Atlanta, GA",In Transit,Pending,,2025-09-05
ORD-00000449,SUP-00055,"Myers, Coleman and White",PRD-000054,Reactive holistic flexibility,Food & Beverage,2024-08-25,2024-10-21,2024-11-09,1899,1706.8904,3241384.87,WH-008,"Atlanta, GA",Delivered,,,2024-10-23
ORD-00000450,SUP-00064,Mitchell Ltd,PRD-000004,Open-source logistical challenge,Packaging,2024-05-11,2024-07-02,2024-06-29,1153,8893.418,10254110.95,WH-005,"New York, NY",Delivered,Fail,Craig Patel,2025-09-13
ORD-00000451,SUP-00014,Thomas-Nguyen,PRD-000189,Balanced demand-driven database,Raw Materials,2024-09-27,2024-10-29,2024-11-14,3116,3815.9774,11890585.58,WH-010,"Los Angeles, CA",Delivered,Pending,Gregory Henderson,2026-01-14
ORD-00000452,SUP-00027,"Ellis, Webb and Rivera",PRD-000194,Re-contextualized mission-critical algorithm,Food & Beverage,2024-11-20,2025-01-10,,2250,888.7753,2971333.27,WH-014,"Chicago, IL",Returned,Pending,Eric Galvan,2024-06-28
ORD-00000453,SUP-00038,Thomas-Wagner,PRD-000176,Persistent clear-thinking adapter,Food & Beverage,2026-03-18,2026-04-14,2026-05-03,1062,1460.8822,1551456.9,WH-008,"Los Angeles, CA",Returned,Pass,Tanya Thompson,2025-05-25
ORD-00000454,SUP-00033,Henderson-Mcguire,PRD-000124,Polarized modular hardware,Electronics,2024-03-02,2024-04-01,2024-04-14,3481,972.5065,3385295.13,WH-014,"Seattle, WA",Cancelled,Pending,,2025-08-04
ORD-00000455,SUP-00031,Lee Ltd,PRD-000158,Focused maximized focus group,Food & Beverage,2023-09-07,2023-10-07,,4537,1942.1126,8811364.87,WH-003,"Chicago, IL",Returned,Fail,Scott Browning,2025-05-27
ORD-00000456,SUP-00055,"Myers, Coleman and White",PRD-000187,Face-to-face next generation process improvement,Electronics,2024-10-09,2024-10-23,2024-11-10,1060,7157.4441,7586890.75,WH-007,"Los Angeles, CA",Delivered,,Sarah Rojas,2025-06-18
ORD-00000457,SUP-00061,Greene-Osborne,PRD-000051,Vision-oriented mobile throughput,Raw Materials,2024-09-12,2024-10-19,2024-11-04,3516,5530.7286,19446041.76,WH-007,"Chicago, IL",Ordered,Pending,,2025-04-25
ORD-00000458,SUP-00002,Jimenez Inc,PRD-000098,Total regional throughput,Food & Beverage,2024-04-06,2024-04-21,2024-05-07,2703,4188.5643,11321689.3,WH-003,"Dallas, TX",Cancelled,Pending,,2025-03-31
ORD-00000459,SUP-00029,"Lawrence, Sutton and Fowler",PRD-000199,Self-enabling user-facing collaboration,Packaging,2024-11-01,2024-12-11,2024-12-30,2019,654.9121,1260392.15,WH-007,"Seattle, WA",Delivered,,,2024-11-30
ORD-00000460,SUP-00049,Arellano-Anderson,PRD-000128,Compatible human-resource interface,Food & Beverage,2023-07-01,2023-08-06,2023-08-07,3589,5756.5123,20660122.64,WH-010,"Chicago, IL",Returned,Pass,Caitlin Gutierrez,2025-09-09
ORD-00000461,SUP-00065,Ellis Group,PRD-000078,Devolved didactic instruction set,Raw Materials,2026-01-04,2026-02-23,2026-03-06,2281,5614.7293,12807197.53,WH-012,"Atlanta, GA",Ordered,Pending,,2024-11-03
ORD-00000462,SUP-00049,Arellano-Anderson,PRD-000153,Function-based reciprocal firmware,Textiles,2023-06-10,2023-08-06,2023-08-04,1722,8494.2008,19967692.26,WH-002,"Dallas, TX",In Transit,Pending,,2024-10-24
ORD-00000463,SUP-00037,Shah Inc,PRD-000146,User-friendly web-enabled Internet solution,Machinery,2023-09-14,2023-10-12,2023-10-28,1358,5834.7273,7923559.67,WH-003,"Los Angeles, CA",Ordered,Pending,,2026-04-04
ORD-00000464,SUP-00028,Padilla PLC,PRD-000108,Advanced next generation Graphic Interface,Electronics,2025-07-18,2025-07-29,2025-07-31,4286,6692.5996,42210970.23,WH-006,"Atlanta, GA",Delivered,Pending,Wendy Mosley,2026-02-04
ORD-00000465,SUP-00043,"Johnson, Brown and Coleman",PRD-000198,Universal 6thgeneration emulation,Packaging,2023-06-23,2023-08-09,2023-08-18,3945,5165.1545,20376534.5,WH-005,"Chicago, IL",In Transit,Pending,,2025-06-28
ORD-00000466,,Shah Inc,PRD-000180,Optimized 24/7 matrix,Packaging,2024-05-20,2024-06-20,2024-06-26,462,2863.7572,1323055.83,WH-011,"Seattle, WA",Cancelled,Pending,,2025-06-15
ORD-00000467,SUP-00032,"Foster, Powell and Moore",PRD-000132,Synchronized bottom-line intranet,Food & Beverage,2024-08-14,2024-08-30,2024-08-30,1881,1685.9386,3171250.51,WH-001,"Atlanta, GA",Cancelled,Pending,,2024-09-02
ORD-00000468,SUP-00049,Arellano-Anderson,PRD-000101,Grass-roots scalable database,Packaging,2024-03-20,2024-04-06,2024-04-12,1300,6405.9558,8327742.54,WH-008,"New York, NY",Ordered,,,2025-01-20
ORD-00000469,SUP-00053,"Osborn, Ryan and Garrett",PRD-000117,Grass-roots neutral database,Machinery,2025-01-31,2025-02-23,2025-03-02,1384,8091.8396,11199106.01,WH-006,"New York, NY",Ordered,Pending,,2024-06-30
ORD-00000470,SUP-00049,Arellano-Anderson,PRD-000016,Automated didactic concept,Packaging,2023-08-16,2023-09-26,2023-10-03,4029,5437.86,21909137.94,WH-006,"Chicago, IL",Delivered,Pass,Gabrielle Anderson,2024-10-06
ORD-00000471,SUP-00033,Henderson-Mcguire,PRD-000122,Phased holistic policy,Food & Beverage,2023-12-15,2024-01-28,2024-01-27,3349,1334.7513,4470082.1,WH-010,"New York, NY",Cancelled,Pending,,2025-11-28
ORD-00000472,SUP-00053,"Osborn, Ryan and Garrett",PRD-000031,Stand-alone systemic productivity,Food & Beverage,2024-11-13,2024-12-28,2024-10-28,-1199,5690.0528,6822373.31,WH-014,"Seattle, WA",Returned,Pending,Mitchell Orr,2024-07-20
ORD-00000473,SUP-00072,Jackson Inc,PRD-000020,Universal methodical workforce,Chemicals,2025-07-14,2025-08-24,2025-08-23,4459,668.5026,2980853.09,WH-014,"Chicago, IL",Returned,Fail,Tricia Huff,2025-03-30
ORD-00000474,SUP-00051,Hancock LLC,PRD-000169,Organized explicit utilization,Food & Beverage,2023-09-05,2023-10-14,2023-10-12,2861,3957.5667,11322598.33,WH-009,"New York, NY",Delivered,Pending,Gregory Ford,2025-04-08
ORD-00000475,SUP-00003,Bennett PLC,PRD-000041,Ameliorated content-based analyzer,Raw Materials,2025-11-15,2025-11-30,2025-12-02,2290,4730.5505,10832960.65,WH-011,"Chicago, IL",Ordered,Pending,,2025-06-06
ORD-00000476,SUP-00011,"Hatfield, Lyons and Richards",PRD-000169,Organized explicit utilization,Packaging,2025-10-31,2025-11-19,2025-11-16,4036,4447.6545,17950733.56,WH-007,"Chicago, IL",In Transit,Pending,,2025-09-05
ORD-00000477,SUP-00013,Meza LLC,PRD-000134,Cross-group neutral access,Packaging,2024-01-15,2024-02-03,2024-02-13,4595,2759.1635,12678356.28,WH-014,"New York, NY",Ordered,Pending,,2025-06-28
ORD-00000478,SUP-00003,Bennett PLC,PRD-000186,Enhanced asynchronous secured line,Packaging,2025-01-06,2025-03-07,2025-03-03,565,2597.3539,1467504.95,WH-007,"Los Angeles, CA",Ordered,Pending,,2024-12-15
ORD-00000479,SUP-00072,Jackson Inc,PRD-000002,Programmable object-oriented focus group,Raw Materials,2023-07-20,2023-08-12,2023-08-25,2616,8299.1141,21710482.49,WH-006,"Los Angeles, CA",Cancelled,Pending,,2025-09-23
ORD-00000480,SUP-00023,"Boyle, Miller and Ellis",PRD-000098,Total regional throughput,Packaging,2025-09-04,2025-10-23,2025-10-30,2086,6962.6645,14524118.15,WH-006,"New York, NY",Delivered,Pass,Susan Stevenson,2025-05-22
ORD-00000481,SUP-00077,Taylor-Evans,PRD-000160,De-engineered needs-based emulation,Raw Materials,2026-02-25,2026-03-06,2026-03-15,4973,5608.2404,27889779.51,WH-011,"Chicago, IL",Delivered,Fail,Anthony Harris,2025-11-25
ORD-00000482,SUP-00035,Mann Ltd,PRD-000172,Persevering fault-tolerant throughput,Raw Materials,2025-05-03,2025-05-21,2025-06-02,624,7576.1135,4727494.82,WH-012,"Chicago, IL",Ordered,Pending,,2024-06-11
ORD-00000483,SUP-00002,Jimenez Inc,PRD-000152,Focused background Internet solution,Textiles,2025-06-03,2025-06-29,2025-06-30,4613,2977.9354,13737216.0,WH-006,"Dallas, TX",Delivered,Pass,,2024-07-19
ORD-00000484,,"Walker, Mathis and Acosta",PRD-000023,Total asymmetric hardware,Electronics,2023-12-12,2024-01-17,2024-01-28,2120,8512.5086,18046518.23,WH-011,"New York, NY",Delivered,Fail,Cynthia Nunez,2024-04-15
ORD-00000485,SUP-00013,Meza LLC,PRD-000194,Re-contextualized mission-critical algorithm,Packaging,2025-04-15,2025-06-10,2025-06-16,4666,4299.199,20060062.53,WH-002,"Seattle, WA",In Transit,Pending,,2025-12-22
ORD-00000486,SUP-00027,"Ellis, Webb and Rivera",PRD-000105,Universal bifurcated Graphical User Interface,Electronics,2024-11-07,2024-12-29,2025-01-15,4751,8948.9151,42516295.64,WH-011,"Atlanta, GA",In Transit,Pending,,2026-01-19
ORD-00000487,SUP-00064,Mitchell Ltd,PRD-000098,Total regional throughput,Machinery,2023-10-02,2023-10-23,2023-09-23,4955,9666.4859,47897437.63,WH-008,"Seattle, WA",In Transit,Pending,,2025-09-15
ORD-00000488,SUP-00017,Griffin and Sons,PRD-000113,Quality-focused real-time matrices,Electronics,2024-10-28,2024-12-16,2025-01-05,543,2839.6332,1541920.83,WH-014,"Los Angeles, CA",In Transit,Pending,,2025-06-05
ORD-00000489,SUP-00043,"Johnson, Brown and Coleman",PRD-000074,Reactive neutral collaboration,Textiles,2024-07-18,2024-08-20,2024-08-28,4328,5923.4991,25636904.1,WH-006,"Los Angeles, CA",Cancelled,Pending,,2025-05-26
ORD-00000490,SUP-00019,Rivas-Whitaker,PRD-000011,Organic 24/7 function,Packaging,2024-10-01,2024-11-09,2024-11-05,3677,3802.9746,13983537.6,WH-005,"Dallas, TX",Returned,Pass,Maurice Johnson,2025-01-13
ORD-00000491,SUP-00058,"Browning, Wiley and Duran",PRD-000008,Optional zero-defect firmware,Raw Materials,2026-03-29,2026-04-03,2026-03-08,4458,7878.5574,35122608.89,WH-008,"Seattle, WA",Returned,Fail,Andrew Doyle,2026-01-04
ORD-00000492,SUP-00058,"Browning, Wiley and Duran",PRD-000144,Reduced motivating open architecture,Machinery,2024-02-13,2024-03-14,2024-03-25,197,5292.0677,1042537.34,WH-013,"New York, NY",Cancelled,,,2024-12-30
ORD-00000493,SUP-00005,Williams LLC,PRD-000044,Pre-emptive discrete methodology,food & beverage,2025-03-08,2025-03-13,2025-03-21,1026,8977.3438,9210754.74,WH-011,"Seattle, WA",Cancelled,,,2026-01-09
ORD-00000494,SUP-00055,"Myers, Coleman and White",PRD-000013,Cross-platform maximized middleware,Packaging,2026-03-22,2026-04-12,2026-04-07,4932,6653.3533,32814338.48,WH-008,"Los Angeles, CA",Returned,Fail,Wendy Smith,2026-03-28
ORD-00000495,SUP-00008,"Barber, Davis and Barnett",PRD-000111,Team-oriented value-added middleware,Food & Beverage,2023-04-20,2023-05-02,2023-05-14,3072,966.4496,3985297.5,WH-011,"New York, NY",Returned,Pass,Sarah Evans,2025-09-07
ORD-00000496,SUP-00007,Anderson-Jackson,PRD-000079,Multi-layered encompassing hierarchy,Packaging,2023-07-27,2023-08-14,2023-08-23,4212,5156.0607,21717327.67,WH-011,"Los Angeles, CA",Ordered,Pending,,2025-11-10
ORD-00000497,SUP-00068,Gaines-Jackson,PRD-000025,Networked directional synergy,Machinery,2024-09-27,2024-10-20,2024-09-26,158,5389.0492,851469.77,WH-007,"Los Angeles, CA",Returned,Pass,Denise Parker,2024-12-15
ORD-00000498,SUP-00047,Fuller-Reyes,PRD-000115,Optimized actuating ability,Food & Beverage,2025-09-06,2025-10-03,2025-10-21,3468,5969.1242,20700922.73,WH-011,"Dallas, TX",Cancelled,Pending,,2026-01-05
ORD-00000499,SUP-00026,Velasquez-Flores,PRD-000146,User-friendly web-enabled Internet solution,Food & Beverage,2025-07-29,2025-09-19,2025-10-06,4344,6869.3051,29840261.35,WH-008,"Dallas, TX",Delivered,Fail,Christina Mason,2025-09-11
ORD-00000500,SUP-00002,Jimenez Inc,PRD-000081,Integrated 4thgeneration parallelism,Packaging,2025-11-15,2026-01-12,2026-01-21,551,4652.6386,2563603.87,WH-006,"New York, NY",Returned,Fail,Curtis Fuller,2025-10-07
ORD-00000501,SUP-00027,"Ellis, Webb and Rivera",PRD-000151,Reactive incremental instruction set,Electronics,2024-10-07,2024-10-28,2024-11-01,1604,635.4828,1019314.41,WH-014,"Atlanta, GA",In Transit,Pending,,2025-06-21
ORD-00000502,SUP-00024,Kelly and Sons,PRD-000094,Reactive disintermediate methodology,Food & Beverage,2025-05-13,2025-07-12,2025-07-08,-1078,9716.1802,10474042.26,WH-003,"Los Angeles, CA",Returned,Pass,Jessica Williams,2024-09-12
ORD-00000503,SUP-00054,Kane PLC,PRD-000192,Pre-emptive object-oriented superstructure,Textiles,2025-08-17,2025-10-16,2025-10-28,679,8626.0005,5857054.34,WH-011,"Dallas, TX",Cancelled,Pending,,2025-12-21
ORD-00000504,SUP-00057,Cohen PLC,PRD-000159,Automated dynamic superstructure,Packaging,2024-11-03,2024-12-02,2024-12-21,2256,704.9321,1590326.82,WH-014,"Chicago, IL",Ordered,Pending,,2025-09-05
ORD-00000505,SUP-00010,Robertson and Sons,PRD-000035,Programmable 6thgeneration open system,Electronics,2023-10-29,2023-12-05,2023-12-08,2225,9333.9401,20768016.72,WH-011,"New York, NY",In Transit,Pending,,2024-07-27
ORD-00000506,SUP-00030,Shaw-Moore,PRD-000018,Organic cohesive core,Food & Beverage,2023-06-14,2023-06-20,2023-07-07,3974,8549.267,33974787.06,WH-014,"Chicago, IL",Returned,Fail,,2025-08-29
ORD-00000507,SUP-00027,"Ellis, Webb and Rivera",PRD-000127,Ameliorated contextually-based model,food & beverage,2025-10-31,2025-12-06,2025-12-19,4371,3199.2368,13983864.05,WH-014,"New York, NY",Ordered,,,2025-01-13
ORD-00000508,SUP-00046,Dunn LLC,PRD-000040,Profit-focused zero tolerance info-mediaries,Raw Materials,2026-03-16,2026-04-24,2026-04-29,2363,9211.4839,21766736.46,WH-012,"Atlanta, GA",Cancelled,Pending,,2025-04-23
ORD-00000509,SUP-00063,Montoya Inc,PRD-000120,Enhanced client-server throughput,Electronics,2025-09-11,2025-10-13,2025-10-23,4829,8644.4501,30202098.68,WH-004,"Dallas, TX",Returned,Pending,April Gonzales,2025-12-01
ORD-00000510,SUP-00029,"Lawrence, Sutton and Fowler",PRD-000180,Optimized 24/7 matrix,Electronics,2025-01-01,2025-02-08,2025-02-06,4738,3250.5376,14121596.12,WH-001,"Chicago, IL",Ordered,Pending,,2024-05-09
ORD-00000511,SUP-00047,Fuller-Reyes,PRD-000179,Monitored stable artificial intelligence,Textiles,2025-09-17,2025-11-02,2025-11-19,3177,5966.4811,18955510.45,WH-006,"Los Angeles, CA",In Transit,Pending,,2025-03-13
ORD-00000512,SUP-00011,"Hatfield, Lyons and Richards",PRD-000151,Reactive incremental instruction set,Food & Beverage,2024-08-04,2024-09-10,2024-09-10,344,8872.0923,3051999.75,WH-010,"Dallas, TX",Returned,Fail,Matthew Blankenship,2025-08-09
ORD-00000513,SUP-00042,Peters Group,PRD-000152,Focused background Internet solution,Textiles,2026-02-19,2026-03-16,2026-03-18,-3079,4210.485,12964083.31,WH-005,"Dallas, TX",Cancelled,Pending,,2026-02-14
ORD-00000514,SUP-00058,"Browning, Wiley and Duran",PRD-000180,Optimized 24/7 matrix,Textiles,2025-11-03,2025-12-06,2025-10-09,2596,9517.2551,24706794.24,WH-013,"Atlanta, GA",Cancelled,Pending,,2025-07-04
ORD-00000515,SUP-00076,Roberts-Edwards,PRD-000146,User-friendly web-enabled Internet solution,Machinery,2024-12-24,2025-01-12,2025-01-08,1598,8464.5243,13526309.83,WH-014,"New York, NY",Cancelled,Pending,,2024-09-02
ORD-00000516,SUP-00018,"Thomas, Dennis and Rodriguez",PRD-000191,Right-sized high-level pricing structure,Textiles,2025-11-20,2025-12-02,2025-12-13,1372,6047.5165,8297192.64,WH-012,"Chicago, IL",In Transit,Pending,,2024-08-29
ORD-00000517,SUP-00035,Mann Ltd,PRD-000079,Multi-layered encompassing hierarchy,Food & Beverage,2025-08-16,2025-09-25,2025-10-13,4963,3117.5393,15472347.55,WH-011,"Dallas, TX",Cancelled,Pending,,2025-11-27
ORD-00000518,SUP-00019,Rivas-Whitaker,PRD-000085,Team-oriented exuding productivity,Packaging,2024-04-25,2024-06-16,2024-06-23,402,2830.9927,1138059.07,WH-010,"Chicago, IL",Delivered,Pending,Mary Watkins,2025-04-07
ORD-00000519,SUP-00018,"Thomas, Dennis and Rodriguez",PRD-000091,Ameliorated impactful instruction set,Food & Beverage,2026-03-23,2026-05-10,2026-05-25,1038,5279.5563,7103071.95,WH-012,"Chicago, IL",In Transit,Pending,,2025-07-16
ORD-00000520,SUP-00073,Newman PLC,PRD-000144,Reduced motivating open architecture,raw materials,2025-01-06,2025-02-15,2025-02-10,1274,3421.1151,4358500.64,WH-003,"Dallas, TX",In Transit,Pending,,2025-03-04
ORD-00000521,SUP-00040,"Ford, Smith and Hodge",PRD-000142,Ergonomic executive customer loyalty,Food & Beverage,2025-02-02,2025-03-31,2025-04-19,807,1465.9314,1183006.64,WH-008,"New York, NY",Delivered,Pending,,2024-10-11
ORD-00000522,SUP-00064,Mitchell Ltd,PRD-000161,Vision-oriented discrete customer loyalty,Packaging,2025-09-29,2025-11-23,2025-12-01,4203,3581.6429,15053645.11,WH-006,"Seattle, WA",Delivered,Pass,Juan Grimes,2024-09-16
ORD-00000523,SUP-00046,Dunn LLC,PRD-000177,Ameliorated optimal encryption,MACHINERY,2024-11-16,2024-11-29,2024-10-21,80,2996.9418,239755.34,WH-011,"Los Angeles, CA",Delivered,Pass,Lisa Hawkins,2024-11-28
ORD-00000524,SUP-00036,Thomas-Velasquez,PRD-000108,Advanced next generation Graphic Interface,Raw Materials,2023-06-15,2023-07-06,2023-07-06,1293,395.3983,511250.0,WH-009,"Chicago, IL",Returned,Fail,,2025-05-02
